"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","LFPR","15MORE","PC_AGE","A","2000",63.1502802672815,
"AUS","LFPR","15MORE","PC_AGE","A","2001",63.3154697862094,
"AUS","LFPR","15MORE","PC_AGE","A","2002",63.385044617723,
"AUS","LFPR","15MORE","PC_AGE","A","2003",63.6024734457451,
"AUS","LFPR","15MORE","PC_AGE","A","2004",63.4752979027067,
"AUS","LFPR","15MORE","PC_AGE","A","2005",64.4117351348794,
"AUS","LFPR","15MORE","PC_AGE","A","2006",64.7785098719678,
"AUS","LFPR","15MORE","PC_AGE","A","2007",65.1985731140139,
"AUS","LFPR","15MORE","PC_AGE","A","2008",65.4972286005078,
"AUS","LFPR","15MORE","PC_AGE","A","2009",65.4485465781347,
"AUS","LFPR","15MORE","PC_AGE","A","2010",65.4078385987332,
"AUS","LFPR","15MORE","PC_AGE","A","2011",65.4401685244231,
"AUS","LFPR","15MORE","PC_AGE","A","2012",65.1713034036454,
"AUS","LFPR","15MORE","PC_AGE","A","2013",64.962184802846,
"AUS","LFPR","15MORE","PC_AGE","A","2014",64.7157502862919,
"AUS","LFPR","15MORE","PC_AGE","A","2015",65.0103898436024,
"AUS","LFPR","15MORE","PC_AGE","A","2016",64.8799524844853,
"AUS","LFPR","15MORE","PC_AGE","A","2017",65.181826953418,
"AUS","LFPR","15MORE","PC_AGE","A","2018",65.6447131610651,
"AUS","LFPR","15MORE","PC_AGE","A","2019",65.9521853493524,
"AUS","LFPR","15MORE","PC_AGE","A","2020",65.0320123897564,
"AUS","LFPR","15MORE","PC_AGE","A","2021",65.8467027186591,
"AUT","LFPR","15MORE","PC_AGE","A","2000",58.4628178539935,
"AUT","LFPR","15MORE","PC_AGE","A","2001",58.541876759244,
"AUT","LFPR","15MORE","PC_AGE","A","2002",59.1259955086861,
"AUT","LFPR","15MORE","PC_AGE","A","2003",59.4507912968225,
"AUT","LFPR","15MORE","PC_AGE","A","2004",57.9300641998479,
"AUT","LFPR","15MORE","PC_AGE","A","2005",58.5583488050481,
"AUT","LFPR","15MORE","PC_AGE","A","2006",59.0823914195902,
"AUT","LFPR","15MORE","PC_AGE","A","2007",59.9362359117113,
"AUT","LFPR","15MORE","PC_AGE","A","2008",60.1730675273341,
"AUT","LFPR","15MORE","PC_AGE","A","2009",60.4449319889058,
"AUT","LFPR","15MORE","PC_AGE","A","2010",60.3960246789463,
"AUT","LFPR","15MORE","PC_AGE","A","2011",60.4891876766856,
"AUT","LFPR","15MORE","PC_AGE","A","2012",60.7628119330701,
"AUT","LFPR","15MORE","PC_AGE","A","2013",60.9201699989558,
"AUT","LFPR","15MORE","PC_AGE","A","2014",60.6940792504219,
"AUT","LFPR","15MORE","PC_AGE","A","2015",60.7226902298744,
"AUT","LFPR","15MORE","PC_AGE","A","2016",61.2069497611627,
"AUT","LFPR","15MORE","PC_AGE","A","2017",61.2187482377125,
"AUT","LFPR","15MORE","PC_AGE","A","2018",61.3666105865406,
"AUT","LFPR","15MORE","PC_AGE","A","2019",61.3636928321692,
"AUT","LFPR","15MORE","PC_AGE","A","2020",60.770729776043,
"AUT","LFPR","15MORE","PC_AGE","A","2021",61.1573625396504,
"BEL","LFPR","15MORE","PC_AGE","A","2000",52.1815242116064,
"BEL","LFPR","15MORE","PC_AGE","A","2001",51.3439030570102,
"BEL","LFPR","15MORE","PC_AGE","A","2002",51.7431195124297,
"BEL","LFPR","15MORE","PC_AGE","A","2003",51.8253346113992,
"BEL","LFPR","15MORE","PC_AGE","A","2004",52.5455529635367,
"BEL","LFPR","15MORE","PC_AGE","A","2005",53.2994171792545,
"BEL","LFPR","15MORE","PC_AGE","A","2006",53.1142995933745,
"BEL","LFPR","15MORE","PC_AGE","A","2007",53.5928121029834,
"BEL","LFPR","15MORE","PC_AGE","A","2008",53.6782081903637,
"BEL","LFPR","15MORE","PC_AGE","A","2009",53.4728385115823,
"BEL","LFPR","15MORE","PC_AGE","A","2010",54.069856708609,
"BEL","LFPR","15MORE","PC_AGE","A","2011",53.1986125629747,
"BEL","LFPR","15MORE","PC_AGE","A","2012",53.2490734473128,
"BEL","LFPR","15MORE","PC_AGE","A","2013",53.5589994531991,
"BEL","LFPR","15MORE","PC_AGE","A","2014",53.5059783673575,
"BEL","LFPR","15MORE","PC_AGE","A","2015",53.309462537806,
"BEL","LFPR","15MORE","PC_AGE","A","2016",53.1130839522051,
"BEL","LFPR","15MORE","PC_AGE","A","2017",53.8362875422882,
"BEL","LFPR","15MORE","PC_AGE","A","2018",54.187863876494,
"BEL","LFPR","15MORE","PC_AGE","A","2019",54.3900837303009,
"BEL","LFPR","15MORE","PC_AGE","A","2020",53.8232273604461,
"BEL","LFPR","15MORE","PC_AGE","A","2021",54.4923047714394,
"CAN","LFPR","15MORE","PC_AGE","A","2000",65.756591966757,
"CAN","LFPR","15MORE","PC_AGE","A","2001",65.9015605472744,
"CAN","LFPR","15MORE","PC_AGE","A","2002",66.8548087447976,
"CAN","LFPR","15MORE","PC_AGE","A","2003",67.553827010831,
"CAN","LFPR","15MORE","PC_AGE","A","2004",67.4801934448027,
"CAN","LFPR","15MORE","PC_AGE","A","2005",67.1358357290327,
"CAN","LFPR","15MORE","PC_AGE","A","2006",66.9184352868033,
"CAN","LFPR","15MORE","PC_AGE","A","2007",67.2428054228523,
"CAN","LFPR","15MORE","PC_AGE","A","2008",67.3648748996151,
"CAN","LFPR","15MORE","PC_AGE","A","2009",66.9309305285341,
"CAN","LFPR","15MORE","PC_AGE","A","2010",66.716830773604,
"CAN","LFPR","15MORE","PC_AGE","A","2011",66.5565303711633,
"CAN","LFPR","15MORE","PC_AGE","A","2012",66.3660477285187,
"CAN","LFPR","15MORE","PC_AGE","A","2013",66.3181125264765,
"CAN","LFPR","15MORE","PC_AGE","A","2014",65.8599084332833,
"CAN","LFPR","15MORE","PC_AGE","A","2015",65.7574534700578,
"CAN","LFPR","15MORE","PC_AGE","A","2016",65.5734019470211,
"CAN","LFPR","15MORE","PC_AGE","A","2017",65.6155189455002,
"CAN","LFPR","15MORE","PC_AGE","A","2018",65.290118014686,
"CAN","LFPR","15MORE","PC_AGE","A","2019",65.6091587573585,
"CAN","LFPR","15MORE","PC_AGE","A","2020",64.0702946060032,
"CAN","LFPR","15MORE","PC_AGE","A","2021",65.0756563263754,
"CZE","LFPR","15MORE","PC_AGE","A","2000",60.398888168532,
"CZE","LFPR","15MORE","PC_AGE","A","2001",60.0196703759175,
"CZE","LFPR","15MORE","PC_AGE","A","2002",59.8518019020761,
"CZE","LFPR","15MORE","PC_AGE","A","2003",59.4240989243826,
"CZE","LFPR","15MORE","PC_AGE","A","2004",59.1753908591985,
"CZE","LFPR","15MORE","PC_AGE","A","2005",59.3643873336393,
"CZE","LFPR","15MORE","PC_AGE","A","2006",59.2616233344352,
"CZE","LFPR","15MORE","PC_AGE","A","2007",58.7710340907215,
"CZE","LFPR","15MORE","PC_AGE","A","2008",58.5053333035175,
"CZE","LFPR","15MORE","PC_AGE","A","2009",58.6774843232222,
"CZE","LFPR","15MORE","PC_AGE","A","2010",58.4441224522348,
"CZE","LFPR","15MORE","PC_AGE","A","2011",58.3279009849672,
"CZE","LFPR","15MORE","PC_AGE","A","2012",58.6413013953896,
"CZE","LFPR","15MORE","PC_AGE","A","2013",59.2754561445418,
"CZE","LFPR","15MORE","PC_AGE","A","2014",59.3100303521054,
"CZE","LFPR","15MORE","PC_AGE","A","2015",59.4242640988731,
"CZE","LFPR","15MORE","PC_AGE","A","2016",59.9219558226786,
"CZE","LFPR","15MORE","PC_AGE","A","2017",60.2215268554149,
"CZE","LFPR","15MORE","PC_AGE","A","2018",60.5627137964731,
"CZE","LFPR","15MORE","PC_AGE","A","2019",60.3805663826591,
"CZE","LFPR","15MORE","PC_AGE","A","2020",59.7826140068359,
"CZE","LFPR","15MORE","PC_AGE","A","2021",59.7675209755907,
"DNK","LFPR","15MORE","PC_AGE","A","2000",65.4918135353161,
"DNK","LFPR","15MORE","PC_AGE","A","2001",65.8825844441868,
"DNK","LFPR","15MORE","PC_AGE","A","2002",65.4389092125835,
"DNK","LFPR","15MORE","PC_AGE","A","2003",65.4578305391614,
"DNK","LFPR","15MORE","PC_AGE","A","2004",65.9697004285549,
"DNK","LFPR","15MORE","PC_AGE","A","2005",65.563702306508,
"DNK","LFPR","15MORE","PC_AGE","A","2006",65.8074658302414,
"DNK","LFPR","15MORE","PC_AGE","A","2007",65.5920397613298,
"DNK","LFPR","15MORE","PC_AGE","A","2008",64.8817362522719,
"DNK","LFPR","15MORE","PC_AGE","A","2009",64.3568852292916,
"DNK","LFPR","15MORE","PC_AGE","A","2010",63.4466867777292,
"DNK","LFPR","15MORE","PC_AGE","A","2011",62.9891996965477,
"DNK","LFPR","15MORE","PC_AGE","A","2012",62.2583313835016,
"DNK","LFPR","15MORE","PC_AGE","A","2013",61.4103228104435,
"DNK","LFPR","15MORE","PC_AGE","A","2014",61.2533174993161,
"DNK","LFPR","15MORE","PC_AGE","A","2015",61.3049658105924,
"DNK","LFPR","15MORE","PC_AGE","A","2016",61.6374788625222,
"DNK","LFPR","15MORE","PC_AGE","A","2017",61.7027930962449,
"DNK","LFPR","15MORE","PC_AGE","A","2018",61.7963112088436,
"DNK","LFPR","15MORE","PC_AGE","A","2019",62.3028928289671,
"DNK","LFPR","15MORE","PC_AGE","A","2020",61.9827840385768,
"DNK","LFPR","15MORE","PC_AGE","A","2021",62.4319544800193,
"FIN","LFPR","15MORE","PC_AGE","A","2000",66.9059215585747,
"FIN","LFPR","15MORE","PC_AGE","A","2001",67.1783064722436,
"FIN","LFPR","15MORE","PC_AGE","A","2002",67.0921623691601,
"FIN","LFPR","15MORE","PC_AGE","A","2003",66.760061130922,
"FIN","LFPR","15MORE","PC_AGE","A","2004",66.4635694338665,
"FIN","LFPR","15MORE","PC_AGE","A","2005",66.8354430379747,
"FIN","LFPR","15MORE","PC_AGE","A","2006",67.3984355286399,
"FIN","LFPR","15MORE","PC_AGE","A","2007",67.6965586536046,
"FIN","LFPR","15MORE","PC_AGE","A","2008",68.0898876404494,
"FIN","LFPR","15MORE","PC_AGE","A","2009",67.1140939597316,
"FIN","LFPR","15MORE","PC_AGE","A","2010",66.5512978986403,
"FIN","LFPR","15MORE","PC_AGE","A","2011",60.1013919968937,
"FIN","LFPR","15MORE","PC_AGE","A","2012",59.8840809334893,
"FIN","LFPR","15MORE","PC_AGE","A","2013",59.3307959776816,
"FIN","LFPR","15MORE","PC_AGE","A","2014",59.0619316228951,
"FIN","LFPR","15MORE","PC_AGE","A","2015",59.1136230127219,
"FIN","LFPR","15MORE","PC_AGE","A","2016",58.7689265439525,
"FIN","LFPR","15MORE","PC_AGE","A","2017",59.0347896344623,
"FIN","LFPR","15MORE","PC_AGE","A","2018",59.6044579496318,
"FIN","LFPR","15MORE","PC_AGE","A","2019",59.5844710854991,
"FIN","LFPR","15MORE","PC_AGE","A","2020",59.2133728125678,
"FIN","LFPR","15MORE","PC_AGE","A","2021",67.5463906725008,
"FRA","LFPR","15MORE","PC_AGE","A","2000",55.9042819060313,
"FRA","LFPR","15MORE","PC_AGE","A","2001",55.8138573760668,
"FRA","LFPR","15MORE","PC_AGE","A","2002",55.9644488132539,
"FRA","LFPR","15MORE","PC_AGE","A","2003",56.2431097137724,
"FRA","LFPR","15MORE","PC_AGE","A","2004",56.2153297971414,
"FRA","LFPR","15MORE","PC_AGE","A","2005",56.1218347445724,
"FRA","LFPR","15MORE","PC_AGE","A","2006",56.0479375696767,
"FRA","LFPR","15MORE","PC_AGE","A","2007",56.1306015900012,
"FRA","LFPR","15MORE","PC_AGE","A","2008",56.2352478363493,
"FRA","LFPR","15MORE","PC_AGE","A","2009",56.4400242761213,
"FRA","LFPR","15MORE","PC_AGE","A","2010",56.4211961815702,
"FRA","LFPR","15MORE","PC_AGE","A","2011",56.1787735483371,
"FRA","LFPR","15MORE","PC_AGE","A","2012",56.383696931119,
"FRA","LFPR","15MORE","PC_AGE","A","2013",56.3640550342525,
"FRA","LFPR","15MORE","PC_AGE","A","2014",56.101982786588,
"FRA","LFPR","15MORE","PC_AGE","A","2015",56.0595686408764,
"FRA","LFPR","15MORE","PC_AGE","A","2016",55.9306638407388,
"FRA","LFPR","15MORE","PC_AGE","A","2017",55.7493188010899,
"FRA","LFPR","15MORE","PC_AGE","A","2018",55.7958542243508,
"FRA","LFPR","15MORE","PC_AGE","A","2019",55.3298765746754,
"FRA","LFPR","15MORE","PC_AGE","A","2020",54.5348452565336,
"FRA","LFPR","15MORE","PC_AGE","A","2021",55.8455650836929,
"DEU","LFPR","15MORE","PC_AGE","A","2000",57.5532131729901,
"DEU","LFPR","15MORE","PC_AGE","A","2001",57.5438596491228,
"DEU","LFPR","15MORE","PC_AGE","A","2002",57.2193594018389,
"DEU","LFPR","15MORE","PC_AGE","A","2003",56.919330903223,
"DEU","LFPR","15MORE","PC_AGE","A","2004",57.1348901059616,
"DEU","LFPR","15MORE","PC_AGE","A","2005",58.4773656687708,
"DEU","LFPR","15MORE","PC_AGE","A","2006",59.0240366163949,
"DEU","LFPR","15MORE","PC_AGE","A","2007",59.2029201641882,
"DEU","LFPR","15MORE","PC_AGE","A","2008",59.2985792753027,
"DEU","LFPR","15MORE","PC_AGE","A","2009",59.4595747706748,
"DEU","LFPR","15MORE","PC_AGE","A","2010",59.519943019943,
"DEU","LFPR","15MORE","PC_AGE","A","2011",60.1160620552899,
"DEU","LFPR","15MORE","PC_AGE","A","2012",60.0540556249818,
"DEU","LFPR","15MORE","PC_AGE","A","2013",60.3447527245886,
"DEU","LFPR","15MORE","PC_AGE","A","2014",60.4075754302585,
"DEU","LFPR","15MORE","PC_AGE","A","2015",60.1690027816634,
"DEU","LFPR","15MORE","PC_AGE","A","2016",61.0075411661182,
"DEU","LFPR","15MORE","PC_AGE","A","2017",61.2098683591906,
"DEU","LFPR","15MORE","PC_AGE","A","2018",61.2829879128033,
"DEU","LFPR","15MORE","PC_AGE","A","2019",61.9163356292714,
"DEU","LFPR","15MORE","PC_AGE","A","2020",60.6699625169093,
"DEU","LFPR","15MORE","PC_AGE","A","2021",60.5530691775597,
"GRC","LFPR","15MORE","PC_AGE","A","2000",52.1721476272593,
"GRC","LFPR","15MORE","PC_AGE","A","2001",51.4472909663945,
"GRC","LFPR","15MORE","PC_AGE","A","2002",51.7769014483067,
"GRC","LFPR","15MORE","PC_AGE","A","2003",52.2584239255498,
"GRC","LFPR","15MORE","PC_AGE","A","2004",52.8730834813081,
"GRC","LFPR","15MORE","PC_AGE","A","2005",52.9013838786829,
"GRC","LFPR","15MORE","PC_AGE","A","2006",53.0792435445997,
"GRC","LFPR","15MORE","PC_AGE","A","2007",52.934728979435,
"GRC","LFPR","15MORE","PC_AGE","A","2008",52.9755473902147,
"GRC","LFPR","15MORE","PC_AGE","A","2009",53.4475903854293,
"GRC","LFPR","15MORE","PC_AGE","A","2010",53.5045629783994,
"GRC","LFPR","15MORE","PC_AGE","A","2011",52.6645545330016,
"GRC","LFPR","15MORE","PC_AGE","A","2012",52.3294307428682,
"GRC","LFPR","15MORE","PC_AGE","A","2013",52.0277710411309,
"GRC","LFPR","15MORE","PC_AGE","A","2014",51.8270750188392,
"GRC","LFPR","15MORE","PC_AGE","A","2015",51.9940976654757,
"GRC","LFPR","15MORE","PC_AGE","A","2016",52.1501023481102,
"GRC","LFPR","15MORE","PC_AGE","A","2017",52.0841411440103,
"GRC","LFPR","15MORE","PC_AGE","A","2018",51.8922420899912,
"GRC","LFPR","15MORE","PC_AGE","A","2019",51.9568911230082,
"GRC","LFPR","15MORE","PC_AGE","A","2020",51.0010732868364,
"GRC","LFPR","15MORE","PC_AGE","A","2021",50.8052393852741,
"HUN","LFPR","15MORE","PC_AGE","A","2000",52.9584156613582,
"HUN","LFPR","15MORE","PC_AGE","A","2001",52.7816373275489,
"HUN","LFPR","15MORE","PC_AGE","A","2002",52.9424642965998,
"HUN","LFPR","15MORE","PC_AGE","A","2003",53.795400528624,
"HUN","LFPR","15MORE","PC_AGE","A","2004",53.7908613170649,
"HUN","LFPR","15MORE","PC_AGE","A","2005",54.4596382096294,
"HUN","LFPR","15MORE","PC_AGE","A","2006",55.0343394950486,
"HUN","LFPR","15MORE","PC_AGE","A","2007",54.7038283683109,
"HUN","LFPR","15MORE","PC_AGE","A","2008",54.2886867685832,
"HUN","LFPR","15MORE","PC_AGE","A","2009",54.2689279225185,
"HUN","LFPR","15MORE","PC_AGE","A","2010",54.835762842381,
"HUN","LFPR","15MORE","PC_AGE","A","2011",50.678885871409,
"HUN","LFPR","15MORE","PC_AGE","A","2012",51.6613410435682,
"HUN","LFPR","15MORE","PC_AGE","A","2013",52.1799335649723,
"HUN","LFPR","15MORE","PC_AGE","A","2014",53.6834607432815,
"HUN","LFPR","15MORE","PC_AGE","A","2015",54.7575854827746,
"HUN","LFPR","15MORE","PC_AGE","A","2016",55.6968738992496,
"HUN","LFPR","15MORE","PC_AGE","A","2017",56.2733155282758,
"HUN","LFPR","15MORE","PC_AGE","A","2018",56.7309964123594,
"HUN","LFPR","15MORE","PC_AGE","A","2019",57.0992071796367,
"HUN","LFPR","15MORE","PC_AGE","A","2020",56.9006268037629,
"HUN","LFPR","15MORE","PC_AGE","A","2021",65.6358830006918,
"ISL","LFPR","15MORE","PC_AGE","A","2000",81.8229219916164,
"ISL","LFPR","15MORE","PC_AGE","A","2001",81.9488930521142,
"ISL","LFPR","15MORE","PC_AGE","A","2002",81.1380859600002,
"ISL","LFPR","15MORE","PC_AGE","A","2003",80.5939887981117,
"ISL","LFPR","15MORE","PC_AGE","A","2004",79.5471618995649,
"ISL","LFPR","15MORE","PC_AGE","A","2005",80.5792657382889,
"ISL","LFPR","15MORE","PC_AGE","A","2006",81.5725400726064,
"ISL","LFPR","15MORE","PC_AGE","A","2007",81.784128137327,
"ISL","LFPR","15MORE","PC_AGE","A","2008",80.9899474715208,
"ISL","LFPR","15MORE","PC_AGE","A","2009",79.4079381016464,
"ISL","LFPR","15MORE","PC_AGE","A","2010",79.6686469351787,
"ISL","LFPR","15MORE","PC_AGE","A","2011",79.0370945816603,
"ISL","LFPR","15MORE","PC_AGE","A","2012",78.8051475432066,
"ISL","LFPR","15MORE","PC_AGE","A","2013",79.7950926092543,
"ISL","LFPR","15MORE","PC_AGE","A","2014",79.6516673217638,
"ISL","LFPR","15MORE","PC_AGE","A","2015",80.9942527121806,
"ISL","LFPR","15MORE","PC_AGE","A","2016",81.9285758988076,
"ISL","LFPR","15MORE","PC_AGE","A","2017",80.6886901387096,
"ISL","LFPR","15MORE","PC_AGE","A","2018",79.4983264244112,
"ISL","LFPR","15MORE","PC_AGE","A","2019",79.0002322992162,
"ISL","LFPR","15MORE","PC_AGE","A","2020",77.3831850241116,
"ISL","LFPR","15MORE","PC_AGE","A","2021",78.7909716226792,
"IRL","LFPR","15MORE","PC_AGE","A","2000",59.3578226870998,
"IRL","LFPR","15MORE","PC_AGE","A","2001",59.7457742221607,
"IRL","LFPR","15MORE","PC_AGE","A","2002",59.8634696505142,
"IRL","LFPR","15MORE","PC_AGE","A","2003",60.0736497452403,
"IRL","LFPR","15MORE","PC_AGE","A","2004",60.6384609705018,
"IRL","LFPR","15MORE","PC_AGE","A","2005",61.8273200489534,
"IRL","LFPR","15MORE","PC_AGE","A","2006",63.0668296652153,
"IRL","LFPR","15MORE","PC_AGE","A","2007",66.5360080917925,
"IRL","LFPR","15MORE","PC_AGE","A","2008",65.85057920786,
"IRL","LFPR","15MORE","PC_AGE","A","2009",64.0356757140062,
"IRL","LFPR","15MORE","PC_AGE","A","2010",62.5342325356689,
"IRL","LFPR","15MORE","PC_AGE","A","2011",61.9142850232624,
"IRL","LFPR","15MORE","PC_AGE","A","2012",61.5747018217285,
"IRL","LFPR","15MORE","PC_AGE","A","2013",61.8896543384112,
"IRL","LFPR","15MORE","PC_AGE","A","2014",61.6854157175819,
